TRADE # TYPE   TICKER   BUY DATE     BUY PRICE SELL DATE    SELL PRICE %PROFIT %LOSS   DAYS

51736  	A	COF   	12/16/2011	 43.29	12/27/2011	 42.78	      	 -1.18	6
51735  	A	NTAP  	12/16/2011	 36.50	12/27/2011	 36.42	      	 -0.22	6
51734  	A	PII   	12/20/2011	 54.38	12/27/2011	 56.70	  4.27	      	4
51733  	E	CCL   	12/21/2011	 32.45	12/27/2011	 33.29	  2.59	      	3
51732  	E	PAYX  	12/22/2011	 29.31	12/27/2011	 29.79	  1.64	      	2
51731  	A	CREE  	12/9/2011	 23.49	12/23/2011	 22.16	      	 -5.66	10
51730  	A	CY    	12/13/2011	 17.80	12/23/2011	 16.95	      	 -4.78	8
51729  	A	IFF   	12/13/2011	 53.19	12/23/2011	 52.04	      	 -2.16	8
51728  	A	JNY   	12/13/2011	 10.23	12/23/2011	  9.66	      	 -5.57	8
51727  	A	LM    	12/13/2011	 24.95	12/23/2011	 24.46	      	 -1.96	8
51726  	A	LNC   	12/13/2011	 19.56	12/23/2011	 19.19	      	 -1.89	8
51725  	A	PCAR  	12/13/2011	 38.90	12/23/2011	 37.81	      	 -2.80	8
51724  	A	TEF   	12/13/2011	 17.84	12/23/2011	 17.22	      	 -3.48	8
51723  	A	AMTD  	12/14/2011	 15.30	12/23/2011	 15.69	  2.55	      	7
51722  	A	ATML  	12/14/2011	  8.14	12/23/2011	  8.12	      	 -0.25	7
51721  	A	BWA   	12/14/2011	 63.37	12/23/2011	 65.09	  2.71	      	7
51720  	A	FST   	12/14/2011	 13.75	12/23/2011	 13.91	  1.16	      	7
51719  	A	JEC   	12/14/2011	 40.32	12/23/2011	 40.74	  1.04	      	7
51718  	A	TIBX  	12/14/2011	 24.36	12/23/2011	 23.76	      	 -2.46	7
51717  	A	XL    	12/14/2011	 19.36	12/23/2011	 20.17	  4.18	      	7
51716  	A	ZBRA  	12/14/2011	 36.13	12/23/2011	 36.56	  1.19	      	7
51715  	A	APA   	12/15/2011	 89.18	12/23/2011	 90.65	  1.65	      	6
51714  	A	GGC   	12/15/2011	 17.83	12/23/2011	 18.74	  5.10	      	6
51713  	A	SNDK  	12/15/2011	 48.85	12/23/2011	 50.12	  2.60	      	6
51712  	A	TDW   	12/15/2011	 47.27	12/23/2011	 48.58	  2.77	      	6
51711  	B	CI    	12/20/2011	 41.55	12/23/2011	 43.29	  4.19	      	3
51710  	A	VSH   	12/20/2011	  8.58	12/23/2011	  8.93	  4.08	      	3
51709  	C	WAG   	12/20/2011	 33.11	12/23/2011	 33.95	  2.54	      	3
51708  	A	CVC   	12/9/2011	 14.05	12/22/2011	 13.85	      	 -1.42	9
51707  	A	GILD  	12/9/2011	 39.02	12/22/2011	 38.83	      	 -0.49	9
51706  	A	ABX   	12/13/2011	 47.85	12/22/2011	 46.13	      	 -3.59	7
51705  	A	CNI   	12/13/2011	 76.45	12/22/2011	 75.72	      	 -0.95	7
51704  	A	EOG   	12/13/2011	101.76	12/22/2011	 98.22	      	 -3.48	7
51703  	A	UNM   	12/13/2011	 21.15	12/22/2011	 20.89	      	 -1.23	7
51702  	A	GNTX  	12/14/2011	 28.00	12/22/2011	 28.32	  1.14	      	6
51701  	A	GT    	12/14/2011	 13.25	12/22/2011	 13.95	  5.28	      	6
51700  	A	HAR   	12/14/2011	 36.00	12/22/2011	 37.10	  3.06	      	6
51699  	A	JCI   	12/14/2011	 29.83	12/22/2011	 30.03	  0.67	      	6
51698  	A	RE    	12/14/2011	 80.76	12/22/2011	 81.99	  1.52	      	6
51697  	A	TIF   	12/14/2011	 64.96	12/22/2011	 64.91	      	 -0.08	6
51696  	A	DDS   	12/15/2011	 44.77	12/22/2011	 45.46	  1.54	      	5
51695  	A	DVN   	12/15/2011	 62.31	12/22/2011	 62.69	  0.61	      	5
51694  	A	F     	12/15/2011	 10.31	12/22/2011	 10.78	  4.56	      	5
51693  	A	GPS   	12/15/2011	 18.49	12/22/2011	 18.63	  0.76	      	5
51692  	A	NKE   	12/15/2011	 95.44	12/22/2011	 96.59	  1.20	      	5
51691  	A	OMC   	12/15/2011	 42.27	12/22/2011	 42.74	  1.11	      	5
51690  	A	PRE   	12/15/2011	 62.86	12/22/2011	 63.00	  0.22	      	5
51689  	A	SPW   	12/15/2011	 58.15	12/22/2011	 59.69	  2.65	      	5
51688  	A	TOT   	12/15/2011	 48.50	12/22/2011	 49.63	  2.33	      	5
51687  	A	YHOO  	12/15/2011	 15.17	12/22/2011	 16.36	  7.84	      	5
51686  	C	EXC   	12/20/2011	 42.51	12/22/2011	 43.50	  2.33	      	2
51685  	C	FE    	12/20/2011	 42.98	12/22/2011	 44.50	  3.54	      	2
51684  	B	MAT   	12/20/2011	 27.50	12/22/2011	 28.04	  1.96	      	2
51683  	C	PEG   	12/20/2011	 31.06	12/22/2011	 31.77	  2.29	      	2
51682  	E	PKX   	12/20/2011	 82.42	12/22/2011	 84.01	  1.93	      	2
51681  	C	PPL   	12/20/2011	 28.67	12/22/2011	 29.55	  3.07	      	2
51680  	E	GIS   	12/21/2011	 39.38	12/22/2011	 40.33	  2.41	      	1
51679  	C	WPI   	12/2/2011	 63.15	12/21/2011	 61.00	      	 -3.40	13
51678  	A	NE    	12/9/2011	 32.66	12/21/2011	 31.62	      	 -3.18	8
51677  	B	DD    	12/12/2011	 44.06	12/21/2011	 45.21	  2.61	      	7
51676  	A	ABFS  	12/13/2011	 18.87	12/21/2011	 18.75	      	 -0.64	6
51675  	A	ADTN  	12/13/2011	 30.26	12/21/2011	 30.00	      	 -0.86	6
51674  	A	CAM   	12/13/2011	 50.67	12/21/2011	 49.03	      	 -3.24	6
51673  	A	CRL   	12/13/2011	 27.16	12/21/2011	 26.89	      	 -0.99	6
51672  	A	EMN   	12/13/2011	 37.10	12/21/2011	 38.65	  4.18	      	6
51671  	A	ERIC  	12/13/2011	  9.86	12/21/2011	  9.87	  0.10	      	6
51670  	A	FRX   	12/13/2011	 29.40	12/21/2011	 29.52	  0.41	      	6
51669  	A	INTC  	12/13/2011	 24.03	12/21/2011	 23.97	      	 -0.25	6
51668  	A	MUR   	12/13/2011	 53.90	12/21/2011	 53.43	      	 -0.87	6
51667  	A	OXY   	12/13/2011	 92.59	12/21/2011	 92.57	      	 -0.02	6
51666  	A	ACE   	12/14/2011	 66.64	12/21/2011	 68.13	  2.24	      	5
51665  	A	AON   	12/14/2011	 44.49	12/21/2011	 45.85	  3.06	      	5
51664  	A	BRCM  	12/14/2011	 29.88	12/21/2011	 28.95	      	 -3.11	5
51663  	A	DE    	12/14/2011	 74.39	12/21/2011	 76.75	  3.17	      	5
51662  	A	DST   	12/14/2011	 46.20	12/21/2011	 46.26	  0.13	      	5
51661  	A	ESRX  	12/14/2011	 43.49	12/21/2011	 44.71	  2.81	      	5
51660  	A	EV    	12/14/2011	 22.89	12/21/2011	 23.23	  1.49	      	5
51659  	A	FCS   	12/14/2011	 11.57	12/21/2011	 11.93	  3.11	      	5
51658  	A	GWW   	12/14/2011	180.20	12/21/2011	186.65	  3.58	      	5
51657  	A	HOT   	12/14/2011	 44.97	12/21/2011	 46.70	  3.85	      	5
51656  	A	IR    	12/14/2011	 30.61	12/21/2011	 31.40	  2.58	      	5
51655  	A	LEG   	12/14/2011	 21.77	12/21/2011	 22.73	  4.41	      	5
51654  	A	MCO   	12/14/2011	 33.35	12/21/2011	 33.64	  0.87	      	5
51653  	A	MHK   	12/14/2011	 53.22	12/21/2011	 56.20	  5.60	      	5
51652  	A	PHG   	12/14/2011	 19.00	12/21/2011	 19.98	  5.16	      	5
51651  	A	PKI   	12/14/2011	 17.99	12/21/2011	 19.40	  7.84	      	5
51650  	A	QLGC  	12/14/2011	 14.53	12/21/2011	 14.88	  2.41	      	5
51649  	A	SHW   	12/14/2011	 83.73	12/21/2011	 87.09	  4.01	      	5
51648  	A	SIAL  	12/14/2011	 62.70	12/21/2011	 65.09	  3.81	      	5
51647  	A	SLE   	12/14/2011	 18.31	12/21/2011	 18.77	  2.51	      	5
51646  	A	SNPS  	12/14/2011	 26.92	12/21/2011	 27.23	  1.15	      	5
51645  	A	TMK   	12/14/2011	 41.82	12/21/2011	 42.46	  1.53	      	5
51644  	A	AAPL  	12/15/2011	383.33	12/21/2011	396.52	  3.44	      	4
51643  	A	ANF   	12/15/2011	 46.98	12/21/2011	 48.20	  2.60	      	4
51642  	A	CAT   	12/15/2011	 88.79	12/21/2011	 91.78	  3.37	      	4
51641  	A	CRUS  	12/15/2011	 15.43	12/21/2011	 15.81	  2.46	      	4
51640  	A	CSCO  	12/15/2011	 18.14	12/21/2011	 18.23	  0.50	      	4
51639  	A	CTSH  	12/15/2011	 65.91	12/21/2011	 66.45	  0.82	      	4
51638  	A	CVS   	12/15/2011	 37.42	12/21/2011	 39.53	  5.64	      	4
51637  	A	CVX   	12/15/2011	101.23	12/21/2011	103.68	  2.42	      	4
51636  	A	DBD   	12/15/2011	 28.79	12/21/2011	 29.49	  2.43	      	4
51635  	A	DIS   	12/15/2011	 35.52	12/21/2011	 36.23	  2.00	      	4
51634  	A	ECL   	12/15/2011	 54.61	12/21/2011	 55.80	  2.18	      	4
51633  	A	IPG   	12/15/2011	  9.08	12/21/2011	  9.45	  4.07	      	4
51632  	A	LXK   	12/15/2011	 32.84	12/21/2011	 33.07	  0.70	      	4
51631  	A	LZB   	12/15/2011	 11.43	12/21/2011	 11.62	  1.66	      	4
51630  	A	MCK   	12/15/2011	 77.08	12/21/2011	 78.37	  1.67	      	4
51629  	A	NBR   	12/15/2011	 16.78	12/21/2011	 17.74	  5.72	      	4
51628  	A	PXD   	12/15/2011	 84.24	12/21/2011	 86.15	  2.27	      	4
51627  	A	QCOM  	12/15/2011	 53.58	12/21/2011	 54.19	  1.14	      	4
51626  	A	RHI   	12/15/2011	 26.87	12/21/2011	 27.40	  1.97	      	4
51625  	A	RYL   	12/15/2011	 14.45	12/21/2011	 15.24	  5.47	      	4
51624  	A	TCB   	12/15/2011	  9.75	12/21/2011	  9.95	  2.05	      	4
51623  	A	TECD  	12/15/2011	 49.79	12/21/2011	 50.73	  1.89	      	4
51622  	A	TER   	12/15/2011	 13.24	12/21/2011	 13.50	  1.96	      	4
51621  	A	TOL   	12/15/2011	 19.32	12/21/2011	 20.46	  5.90	      	4
51620  	A	WDC   	12/15/2011	 30.95	12/21/2011	 31.70	  2.42	      	4
51619  	A	WHR   	12/15/2011	 47.55	12/21/2011	 48.14	  1.24	      	4
51618  	A	XOM   	12/15/2011	 79.93	12/21/2011	 82.02	  2.61	      	4
51617  	A	EBAY  	12/16/2011	 29.88	12/21/2011	 30.51	  2.11	      	3
51616  	C	AMT   	12/20/2011	 58.31	12/21/2011	 59.48	  2.01	      	1
51615  	B	AN    	12/20/2011	 35.14	12/21/2011	 35.87	  2.08	      	1
51614  	A	AVY   	12/20/2011	 27.39	12/21/2011	 27.90	  1.86	      	1
51613  	C	NTRS  	12/20/2011	 39.01	12/21/2011	 39.50	  1.26	      	1
51612  	D	SYY   	12/20/2011	 28.85	12/21/2011	 29.16	  1.07	      	1
51611  	B	TJX   	12/20/2011	 62.50	12/21/2011	 63.23	  1.17	      	1
51610  	A	EP    	12/9/2011	 24.85	12/19/2011	 24.97	  0.48	      	6
51609  	A	ASH   	12/14/2011	 53.40	12/19/2011	 55.32	  3.60	      	3
51608  	A	KIM   	12/14/2011	 15.36	12/19/2011	 16.25	  5.79	      	3
51607  	A	SEIC  	12/14/2011	 15.72	12/19/2011	 16.42	  4.45	      	3
51606  	A	SPG   	12/14/2011	120.10	12/19/2011	124.01	  3.26	      	3
51605  	A	TIN   	12/14/2011	 31.69	12/19/2011	 31.74	  0.16	      	3
51604  	A	ADBE  	12/15/2011	 26.80	12/19/2011	 28.06	  4.70	      	2
51603  	A	AXL   	12/15/2011	  8.41	12/19/2011	  9.22	  9.63	      	2
51602  	A	HD    	12/15/2011	 39.62	12/19/2011	 40.31	  1.74	      	2
51601  	A	JKHY  	12/15/2011	 32.88	12/19/2011	 33.67	  2.40	      	2
51600  	A	MAS   	12/15/2011	  8.71	12/19/2011	  9.20	  5.63	      	2
51599  	A	THO   	12/15/2011	 22.86	12/19/2011	 24.31	  6.34	      	2
51598  	A	PIR   	12/16/2011	 13.22	12/19/2011	 13.74	  3.93	      	1
51597  	A	DRI   	12/7/2011	 41.72	12/16/2011	 43.73	  4.82	      	7
51596  	A	BIO   	12/9/2011	 90.44	12/16/2011	 91.64	  1.33	      	5
51595  	A	ABT   	12/13/2011	 54.35	12/16/2011	 54.94	  1.09	      	3
51594  	A	CL    	12/13/2011	 90.19	12/16/2011	 91.00	  0.90	      	3
51593  	A	CLX   	12/13/2011	 65.10	12/16/2011	 65.42	  0.49	      	3
51592  	A	SFD   	12/13/2011	 23.92	12/16/2011	 24.54	  2.59	      	3
51591  	A	FDX   	12/14/2011	 78.67	12/16/2011	 84.10	  6.90	      	2
51590  	A	HPT   	12/14/2011	 21.51	12/16/2011	 22.30	  3.67	      	2
51589  	A	SCHL  	12/14/2011	 25.01	12/16/2011	 27.01	  8.00	      	2
51588  	A	AEP   	12/15/2011	 39.04	12/16/2011	 39.85	  2.07	      	1
51587  	A	TSN   	12/15/2011	 20.06	12/16/2011	 20.63	  2.84	      	1
51586  	A	VRSN  	12/15/2011	 33.58	12/16/2011	 34.36	  2.32	      	1
51585  	A	AVP   	12/13/2011	 16.62	12/15/2011	 16.96	  2.05	      	2
51584  	A	HE    	12/13/2011	 25.99	12/14/2011	 25.91	      	 -0.31	1
51583  	B	BKS   	12/2/2011	 14.62	12/13/2011	 16.15	 10.47	      	7
51582  	B	KSS   	12/2/2011	 50.33	12/13/2011	 51.33	  1.99	      	7
51581  	A	ITT   	12/9/2011	 19.35	12/12/2011	 19.68	  1.71	      	1
51580  	A	GLW   	11/30/2011	 13.24	12/7/2011	 13.80	  4.23	      	5
51579  	A	TIF   	11/30/2011	 69.56	12/7/2011	 68.91	      	 -0.93	5
51578  	A	RIG   	11/4/2011	 48.36	12/6/2011	 45.91	      	 -5.07	21
51577  	E	CHS   	11/16/2011	 11.73	12/6/2011	 10.82	      	 -7.76	13
51576  	A	BRCM  	11/18/2011	 33.01	12/6/2011	 30.44	      	 -7.79	11
51575  	A	THO   	11/25/2011	 23.29	12/6/2011	 23.90	  2.62	      	7
51574  	A	DDS   	11/30/2011	 47.27	12/6/2011	 48.98	  3.62	      	4
51573  	A	JWN   	11/18/2011	 47.31	12/2/2011	 47.69	  0.80	      	9
51572  	E	VCI   	11/23/2011	 19.29	12/2/2011	 20.36	  5.55	      	6
51571  	E	GR    	12/1/2011	122.59	12/2/2011	122.92	  0.27	      	1
51570  	A	PCG   	11/2/2011	 42.22	12/1/2011	 38.73	      	 -8.27	20
51569  	A	BWA   	11/9/2011	 68.64	12/1/2011	 65.38	      	 -4.75	15
51568  	D	SMG   	11/9/2011	 42.29	12/1/2011	 43.84	  3.67	      	15
51567  	A	ADBE  	11/10/2011	 28.14	12/1/2011	 26.93	      	 -4.30	14
51566  	A	CSC   	11/10/2011	 27.37	12/1/2011	 24.32	      	-11.14	14
51565  	A	HAS   	11/10/2011	 36.76	12/1/2011	 35.91	      	 -2.31	14
51564  	A	MRX   	11/10/2011	 36.51	12/1/2011	 32.43	      	-11.18	14
51563  	B	OMG   	11/11/2011	 25.67	12/1/2011	 22.65	      	-11.76	13
51562  	A	EV    	11/15/2011	 24.24	12/1/2011	 23.94	      	 -1.24	11
51561  	E	STI   	11/16/2011	 18.21	12/1/2011	 17.85	      	 -1.98	10
51560  	A	F     	11/17/2011	 10.54	12/1/2011	 10.51	      	 -0.28	9
51559  	A	AA    	11/18/2011	  9.76	12/1/2011	  9.93	  1.74	      	8
51558  	A	ACE   	11/18/2011	 67.48	12/1/2011	 69.36	  2.79	      	8
51557  	A	AEM   	11/18/2011	 45.42	12/1/2011	 44.92	      	 -1.10	8
51556  	A	AFG   	11/18/2011	 35.19	12/1/2011	 35.80	  1.73	      	8
51555  	A	AFL   	11/18/2011	 42.12	12/1/2011	 43.35	  2.92	      	8
51554  	A	AIG   	11/18/2011	 22.04	12/1/2011	 23.15	  5.04	      	8
51553  	A	ALTR  	11/18/2011	 35.42	12/1/2011	 37.64	  6.27	      	8
51552  	A	AMAT  	11/18/2011	 11.47	12/1/2011	 10.73	      	 -6.45	8
51551  	A	AMTD  	11/18/2011	 16.19	12/1/2011	 16.23	  0.25	      	8
51550  	A	AMZN  	11/18/2011	205.33	12/1/2011	191.85	      	 -6.57	8
51549  	A	APA   	11/18/2011	 98.77	12/1/2011	 99.00	  0.23	      	8
51548  	A	APD   	11/18/2011	 81.27	12/1/2011	 83.71	  3.00	      	8
51547  	A	AU    	11/18/2011	 45.88	12/1/2011	 47.79	  4.16	      	8
51546  	A	AVB   	11/18/2011	123.26	12/1/2011	124.40	  0.92	      	8
51545  	A	AXP   	11/18/2011	 46.95	12/1/2011	 47.70	  1.60	      	8
51544  	A	BAX   	11/18/2011	 51.23	12/1/2011	 51.52	  0.57	      	8
51543  	A	BEN   	11/18/2011	100.31	12/1/2011	100.16	      	 -0.15	8
51542  	A	BIO   	11/18/2011	 96.07	12/1/2011	 93.47	      	 -2.71	8
51541  	A	BK    	11/18/2011	 19.04	12/1/2011	 19.48	  2.31	      	8
51540  	A	CERN  	11/18/2011	 60.00	12/1/2011	 61.09	  1.82	      	8
51539  	A	COLM  	11/18/2011	 49.47	12/1/2011	 50.24	  1.56	      	8
51538  	A	DD    	11/18/2011	 46.36	12/1/2011	 47.50	  2.46	      	8
51537  	A	EMC   	11/18/2011	 23.45	12/1/2011	 22.82	      	 -2.69	8
51536  	A	EMN   	11/18/2011	 38.36	12/1/2011	 39.60	  3.23	      	8
